Symbol,Company Name,Industry,Market Cap
SGMO,Sangamo Therapeutics,Biotechnology,262348091
SGRP,SPAR Group,Specialty Business Services,30668625
SGRY,Surgery Partners,Medical Care Facilities,4610104240
SGTX,Sigilon Therapeutics,Biotechnology,24350025
SGU,"Star Group,",Oil & Gas Refining & Marketing,462425760
SHAK,Shake Shack,Restaurants,2353837464
SHAP,Spree Acquisition Corp. 1,Shell Companies,271392022
SHBI,Shore Bancshares,Banks - Regional,268972100
SHC,Sotera Health Company,Diagnostics & Research,4750354995
SHCO,Soho House & Co,Lodging,1183911200
SHCR,Sharecare,Health Information Services,555706354
SHEL,Shell,Oil & Gas Integrated,210346796943
SHEN,Shenandoah Telecommunications Company,Telecom Services,1002924132
SHFS,SHF Holdings,Banks - Regional,14661584
SHG,Shinhan Financial Group Co.,Banks - Regional,13203366698
SHIP,Seanergy Maritime Holdings,Marine Shipping,97253946
SHLS,Shoals Technologies Group,Solar,3916537520
SHLT,SHL Telemedicine,Health Information Services,280874112
SHO,Sunstone Hotel Investors,REIT - Hotel & Motel,1969884104
SHOO,Steven Madden,Footwear & Accessories,2621635280
SHOP,Shopify,Software - Application,57829980136
SHPH,Shuttle Pharmaceuticals Holdings,Drug Manufacturers - Specialty & Generic,18159953
SHPW,Shapeways Holdings,Specialty Industrial Machinery,14828177
SHUA,SHUAA Partners Acquisition Corp I,Shell Companies,142602590
SHW,The Sherwin-Williams Company,Specialty Chemicals,58263204534
SHYF,The Shyft Group,Farm & Heavy Construction Machinery,777372666
SI,Silvergate Capital,Banks - Regional,49070830
SIBN,SI-BONE,Medical Devices,695513728
SID,Companhia Siderúrgica Nacional,Steel,4578816000
SIDU,Sidus Space,Aerospace & Defense,15622279
SIEB,Siebert Financial,Capital Markets,61875023
SIEN,Sientra,Medical Devices,13634460
SIF,SIFCO Industries,Aerospace & Defense,21343770
SIFY,Sify Technologies,Telecom Services,251635734
SIG,Signet Jewelers,Luxury Goods,3296669220
SIGA,SIGA Technologies,Drug Manufacturers - Specialty & Generic,426709092
SIGI,Selective Insurance Group,Insurance - Property & Casualty,5821145160
SII,Sprott,Asset Management,938060682
SILC,Silicom,Communication Equipment,246743343
SILK,Silk Road Medical,Medical Devices,1499633380
SILO,Silo Pharma,Biotechnology,9008356
SILV,SilverCrest Metals,Other Precious Metals & Mining,1061535568
SIM,"Grupo Simec,",Steel,5931935672
SIMO,Silicon Motion Technology,Semiconductors,2143337616
SINT,Sintx Technologies,Medical Devices,6200456
SIRE,Sisecam Resources LP,Chemicals,502122928
SIRI,Sirius XM Holdings,Entertainment,15484190382
SISI,Shineco,Drug Manufacturers - Specialty & Generic,12812176
SITC,SITE Centers,REIT - Retail,2458793344
SITE,SiteOne Landscape Supply,Industrial Distribution,6119229690
SITM,SiTime,Semiconductors,2636744400
SIX,Six Flags Entertainment,Leisure,2148605837
SJ,Scienjoy Holding,Broadcasting,139822241
SJM,The J. M. Smucker Company,Packaged Foods,16455001160
SJT,San Juan Basin Royalty Trust,Oil & Gas E&P,501976776
SJW,SJW Group,Utilities - Regulated Water,2475748116
SKE,Skeena Resources,Other Industrial Metals & Mining,497005236
SKGR,SK Growth Opportunities,Shell Companies,273004000
SKIL,Skillsoft,Education & Training Services,289423186
SKIN,The Beauty Health Company,Household & Personal Products,1704038500
SKLZ,Skillz,Electronic Gaming & Multimedia,280657727
SKM,"SK Telecom Co.,Ltd",Telecom Services,7904150479
SKT,Tanger Factory Outlet Centers,REIT - Retail,2053662000
SKWD,Skyward Specialty Insurance Group,Insurance - Property & Casualty,834935808
SKX,Skechers U.S.A.,Footwear & Accessories,7531273418
SKY,Skyline Champion,Residential Construction,3938511072
SKYA,Skydeck Acquisition,Shell Companies,283447705
SKYH,Sky Harbour Group,Aerospace & Defense,335500443
SKYT,SkyWater Technology,Semiconductors,421055663
SKYW,SkyWest,Airlines,1134076985
SKYX,SKYX Platforms,Electrical Equipment & Parts,290814664
SLAB,Silicon Laboratories,Semiconductors,5329203792
SLAC,Social Leverage Acquisition Corp I,Shell Companies,103389638
SLAM,Slam Corp.,Shell Companies,411794774
SLB,Schlumberger,Oil & Gas Equipment & Services,74206648000
SLCA,U.S. Silica Holdings,Oil & Gas Equipment & Services,957901741
SLDB,Solid Biosciences,Biotechnology,102465179
SLDP,Solid Power,Electrical Equipment & Parts,477314122
SLF,Sun Life Financial,Insurance - Diversified,27935119509
SLG,SL Green Realty,REIT - Office,1504221735
SLGC,SomaLogic,Health Information Services,593732400
SLGG,Super League Gaming,Internet Content & Information,15794520
SLGL,Sol-Gel Technologies,Biotechnology,97771378
SLGN,Silgan Holdings,Packaging & Containers,5719704840
SLI,Standard Lithium,Other Industrial Metals & Mining,643207680
SLM,SLM Corporation,Credit Services,3241580052
SLN,Silence Therapeutics,Biotechnology,247083474
SLNA,Selina Hospitality,Resorts & Casinos,153649306
SLND,Southland Holdings,Engineering & Construction,298061300
SLNG,Stabilis Solutions,Oil & Gas Integrated,61937232
SLNH,Soluna Holdings,Scientific & Technical Instruments,6181513
SLNO,Soleno Therapeutics,Biotechnology,23852867
SLP,Simulations Plus,Health Information Services,880334602
SLQT,SelectQuote,Insurance Brokers,304716960
SLRC,SLR Investment,Asset Management,809044718
SLRX,Salarius Pharmaceuticals,Biotechnology,3776086
SLS,SELLAS Life Sciences Group,Biotechnology,42453750
SLVM,Sylvamo,Paper & Paper Products,1937765906
SLVR,SILVERspac,Shell Companies,319999980
SM,SM Energy Company,Oil & Gas E&P,3639670200
SMAP,SportsMap Tech Acquisition,Shell Companies,156821000
SMAR,Smartsheet,Software - Application,5901382780
SMBC,Southern Missouri Bancorp,Banks - Regional,410903648
SMBK,SmartFinancial,Banks - Regional,381566935
SMCI,Super Micro Computer,Computer Hardware,5798717692
SMFG,Sumitomo Mitsui Financial Group,Banks - Diversified,54927238892
SMFL,Smart for Life,Packaged Foods,4478011
SMG,The Scotts Miracle-Gro Company,Agricultural Inputs,4178779144
SMHI,SEACOR Marine Holdings,Marine Shipping,229454224
SMID,Smith-Midland,Building Materials,99475646
SMLP,"Summit Midstream Partners, LP",Oil & Gas Midstream,166192935
SMLR,Semler Scientific,Medical Devices,160914430
SMMF,Summit Financial Group,Banks - Regional,285089544
SMMT,Summit Therapeutics,Biotechnology,1081411738
SMP,Standard Motor Products,Auto Parts,781521800
SMPL,The Simply Good Foods Company,Packaged Foods,3785600240
SMR,NuScale Power,Utilities - Renewable,614517690
SMRT,SmartRent,Software - Application,504365620
SMSI,Smith Micro Software,Software - Application,66304671
SMTC,Semtech,Semiconductors,1410813170
SMTI,Sanara MedTech,Medical Instruments & Supplies,396810437
SMWB,Similarweb,Internet Content & Information,416277160
SMX,SMX (Security Matters),Specialty Business Services,37279440
SNA,Snap-on,Tools & Accessories,12640935384
SNAL,Snail,Electronic Gaming & Multimedia,40681167
SNAP,Snap Inc.,Internet Content & Information,16793832085
SNAX,Stryve Foods,Packaged Foods,21645580
SNBR,Sleep Number,"Furnishings, Fixtures & Appliances",593117592
SNCE,Science 37 Holdings,Health Information Services,40446599
SNCR,Synchronoss Technologies,Software - Infrastructure,86271111
SNCY,Sun Country Airlines Holdings,Airlines,1085112336
SND,Smart Sand,Oil & Gas Equipment & Services,77913210
SNDA,Sonida Senior Living,Medical Care Facilities,59056175
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,393657000
SNDR,Schneider National,Trucking,4746306780
SNDX,Syndax Pharmaceuticals,Biotechnology,1341474960
SNES,SenesTech,Specialty Chemicals,2832961
SNEX,StoneX Group,Capital Markets,2093778180
SNFCA,Security National Financial,Mortgage Finance,148616901
SNGX,Soligenix,Biotechnology,4503715
SNMP,Evolve Transition Infrastructure LP,Oil & Gas Midstream,37196152
SNN,Smith & Nephew,Medical Devices,12991408976
SNOA,Sonoma Pharmaceuticals,Drug Manufacturers - Specialty & Generic,4442358
SNOW,Snowflake,Software - Application,45389500000
SNPO,Snap One Holdings,Electronics & Computer Distribution,713820692
SNPS,Synopsys,Software - Infrastructure,57344749040
SNPX,Synaptogenix,Biotechnology,6178511
SNRH,Senior Connect Acquisition I,Shell Companies,520087510
SNSE,Sensei Biotherapeutics,Biotechnology,45837524
SNT,Senstar Technologies,Security & Protection Services,32400900
SNTG,Sentage Holdings,Credit Services,4228000
SNTI,Senti Biosciences,Biotechnology,47259760
SNV,Synovus Financial,Banks - Regional,4280578716
SNX,TD SYNNEX,Electronics & Computer Distribution,8761047450
SNY,Sanofi,Drug Manufacturers - General,139356594893
SO,The Southern Company,Utilities - Regulated Electric,78532185738
SOBR,SOBR Safe,Scientific & Technical Instruments,32009854
SOFI,SoFi Technologies,Credit Services,4653846693
SOFO,Sonic Foundry,Software - Application,10083030
SOHO,Sotherly Hotels,REIT - Hotel & Motel,76854625
SOHU,Sohu.com,Electronic Gaming & Multimedia,477382795
SOI,Solaris Oilfield Infrastructure,Oil & Gas Equipment & Services,399571392
SOL,ReneSola,Solar,285994248
SOLO,Electrameccanica Vehicles,Auto Manufacturers,66577280
SON,Sonoco Products Company,Packaging & Containers,5902220175
SOND,Sonder Holdings,Lodging,112733394
SONM,Sonim Technologies,Communication Equipment,40995400
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,7587338
SONO,Sonos,Consumer Electronics,2596625720
SONX,Sonendo,Medical Devices,101167200
SONY,Sony Group,Consumer Electronics,110399366738
SOPA,Society Pass,Software - Application,27353628
SOPH,SOPHiA GENETICS,Health Information Services,303833442
SOS,SOS Limited,Software - Infrastructure,27227347
SOTK,Sono-Tek,Scientific & Technical Instruments,79182763
SOUN,SoundHound AI,Software - Application,620143310
SOVO,Sovos Brands,Packaged Foods,1747732160
SP,SP Plus,Specialty Business Services,657601650
SPB,Spectrum Brands Holdings,Household & Personal Products,2762883210
SPCB,SuperCom,Security & Protection Services,6330146
SPCE,Virgin Galactic Holdings,Aerospace & Defense,916450200
SPCM,"Sound Point Acquisition Corp I,",Shell Companies,341550517
SPFI,South Plains Financial,Banks - Regional,356786416
SPG,Simon Property Group,REIT - Retail,40962324572
SPGI,S&P Global,Financial Data & Stock Exchanges,112416954872
SPH,"Suburban Propane Partners,",Utilities - Regulated Gas,982181018
SPI,SPI Energy Co.,Solar,33890056
SPIR,Spire Global,Specialty Business Services,85119198
SPLK,Splunk,Software - Infrastructure,14904930000
SPLP,Steel Partners Holdings L.P.,Conglomerates,931698200
SPNS,Sapiens International Corporation,Software - Application,1153896992
SPNT,SiriusPoint,Insurance - Reinsurance,1493905126
SPOK,Spok Holdings,Health Information Services,236765664
SPOT,Spotify Technology,Internet Content & Information,25322284560
SPPI,Spectrum Pharmaceuticals,Biotechnology,133671476
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3749841230
SPRB,Spruce Biosciences,Biotechnology,76312512
SPRC,SciSparc,Biotechnology,3567247
SPRO,Spero Therapeutics,Biotechnology,83877282
SPRU,Spruce Power Holding,Solar,112323756
SPRY,ARS Pharmaceuticals,Biotechnology,554145610
SPSC,SPS Commerce,Software - Infrastructure,5421048338
SPT,Sprout Social,Software - Application,2859379994
SPTN,SpartanNash Company,Food Distribution,876540000
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,313265394
SPWR,SunPower,Solar,2285420200
SPXC,SPX Technologies,Specialty Industrial Machinery,3086137368
SQ,Block,Software - Infrastructure,37771107538
SQFT,Presidio Property Trust,REIT - Diversified,13205952
SQL,SeqLL,Diagnostics & Research,5401810
SQM,Sociedad Química y Minera de Chile,Specialty Chemicals,21877015645
SQNS,Sequans Communications,Semiconductors,115572274
SQSP,Squarespace,Software - Infrastructure,4394427145
SQZ,SQZ Biotechnologies Company,Biotechnology,17331919
SR,Spire,Utilities - Regulated Gas,3664565014
SRAD,Sportradar Group AG,Software - Application,3516065280
SRC,Spirit Realty Capital,REIT - Diversified,5423247520
SRCE,1st Source,Banks - Regional,1106091000
SRCL,Stericycle,Waste Management,3871023375
SRDX,Surmodics,Medical Devices,328123750
SRE,Sempra,Utilities - Diversified,48440365037
SRG,Seritage Growth Properties,REIT - Retail,468657420
SRGA,Surgalign Holdings,Medical Devices,10762394
SRI,Stoneridge,Auto Parts,503753844
SRL,Scully Royalty,Capital Markets,97382511
SRPT,Sarepta Therapeutics,Biotechnology,12113348543
SRRK,Scholar Rock Holding,Biotechnology,415360949
SRT,Startek,Information Technology Services,146247255
SRTS,Sensus Healthcare,Medical Devices,83295744
SRZN,Surrozen,Biotechnology,19521531
SSB,SouthState,Banks - Regional,5189451740
SSBI,Summit State Bank,Banks - Regional,87053811
SSBK,Southern States Bancshares,Banks - Regional,206534614
SSD,Simpson Manufacturing Co.,Building Products & Equipment,4648133850
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,54316216
SSKN,STRATA Skin Sciences,Medical Devices,36175604
SSL,Sasol,Specialty Chemicals,8582566080
SSNC,SS&C Technologies Holdings,Software - Application,14351327280
SSNT,SilverSun Technologies,Software - Application,16767214
SSP,The E.W. Scripps Company,Broadcasting,762390951
SSRM,SSR Mining,Gold,3254449746
SSSS,SuRo Capital,Asset Management,111370698
SST,System1,Specialty Business Services,481379912
SSTI,ShotSpotter,Software - Application,344443320
SSTK,Shutterstock,Internet Content & Information,2568788973
SSU,SIGNA Sports United,Specialty Retail,1406904481
SSY,SunLink Health Systems,Pharmaceutical Retailers,7594128
SSYS,Stratasys,Computer Hardware,1021940840
ST,Sensata Technologies Holding,Scientific & Technical Instruments,7128954624
STAA,STAAR Surgical Company,Medical Instruments & Supplies,3063976128
STAF,Staffing 360 Solutions,Staffing & Employment Services,4422285
STAG,STAG Industrial,REIT - Industrial,5822447320
STBA,S&T Bancorp,Banks - Regional,1156296630
STBX,Starbox Group Holdings,Internet Content & Information,200643750
STC,Stewart Information Services,Insurance - Property & Casualty,1123022800
STCN,Steel Connect,Advertising Agencies,69294444
STE,STERIS,Medical Devices,19212524244
STEL,Stellar Bancorp,Banks - Regional,1219482198
STEM,"Stem, Inc.",Software - Infrastructure,775966540
STEP,StepStone Group,Asset Management,2358019996
STER,Sterling Check,Software - Infrastructure,1040014080
STET,ST Energy Transition I,Shell Companies,313950000
STG,Sunlands Technology Group,Education & Training Services,124676100
STGW,Stagwell,Advertising Agencies,2829210573
STHO,Star Holdings,Real Estate Services,240511606
STIM,Neuronetics,Diagnostics & Research,66937624
STIX,Semantix,Software - Application,309089649
STKH,Steakholder Foods,Packaged Foods,10670123
STKL,SunOpta,Packaged Foods,904604240
STKS,The ONE Group Hospitality,Restaurants,280362296
STLA,Stellantis,Auto Manufacturers,57844446822
STLD,Steel Dynamics,Steel,18179242597
STM,STMicroelectronics,Semiconductors,44818691335
STN,Stantec,Engineering & Construction,6536777280
STNE,StoneCo,Software - Infrastructure,3285846242
STNG,Scorpio Tankers,Oil & Gas Midstream,3280652748
STOK,Stoke Therapeutics,Biotechnology,354947508
STR,Sitio Royalties,Other Industrial Metals & Mining,4072988737
STRA,Strategic Education,Education & Training Services,2315734470
STRC,Sarcos Technology and Robotics,Computer Hardware,74064000
STRL,Sterling Infrastructure,Engineering & Construction,1093344672
STRM,Streamline Health Solutions,Health Information Services,101052864
STRO,Sutro Biopharma,Biotechnology,255682546
STRR,Star Equity Holdings,Diagnostics & Research,13619880
STRS,Stratus Properties,Real Estate - Diversified,163891946
STRT,Strattec Security,Auto Parts,79860936
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,37622232
STSA,Satsuma Pharmaceuticals,Biotechnology,23571428
STSS,Sharps Technology,Medical Instruments & Supplies,15036111
STT,State Street,Asset Management,26314378929
STTK,Shattuck Labs,Biotechnology,130318737
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,7226310000
STWD,Starwood Property Trust,REIT - Mortgage,5611062200
STX,Seagate Technology Holdings,Computer Hardware,13706407920
STXS,Stereotaxis,Medical Instruments & Supplies,128344912
STZ,Constellation Brands,Beverages - Wineries & Distilleries,41774037160
SU,Suncor Energy,Oil & Gas Integrated,43094266522
SUAC,ShoulderUp Technology Acquisition,Shell Companies,434719979
SUI,Sun Communities,REIT - Residential,18064803439
SUM,Summit Materials,Building Materials,3134789160
SUMO,Sumo Logic,Software - Infrastructure,1468894900
SUN,Sunoco LP,Oil & Gas Refining & Marketing,3797772247
SUNL,Sunlight Financial Holdings,Credit Services,43008578
SUNW,Sunworks,Solar,43208862
SUP,Superior Industries International,Auto Parts,134241656
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1980950467
SUPV,Grupo Supervielle,Banks - Regional,454403183
SURF,Surface Oncology,Biotechnology,39162401
SURG,SurgePays,Software - Application,64037530
SUZ,Suzano,Paper & Paper Products,11190667910
SVC,Service Properties Trust,REIT - Hotel & Motel,1563502500
SVFD,Save Foods,Agricultural Inputs,4078499
SVII,Spring Valley Acquisition Corp. II,Shell Companies,319240337
SVM,Silvercorp Metals,Silver,712387162
SVNA,7 Acquisition,Shell Companies,300437479
SVRA,Savara,Biotechnology,200717440
SVRE,SaverOne 2014,Scientific & Technical Instruments,6000674
SVT,Servotronics,Electrical Equipment & Parts,30328973
SVVC,Firsthand Technology Value Fund,Asset Management,6479476
SWAG,Stran & Company,Shell Companies,182513044
SWAV,ShockWave Medical,Medical Devices,9072391486
SWBI,Smith & Wesson Brands,Aerospace & Defense,557661915
SWI,SolarWinds,Software - Infrastructure,1337888720
SWIM,Latham Group,Building Products & Equipment,259172280
SWK,Stanley Black & Decker,Tools & Accessories,11955126675
SWKH,SWK Holdings,Asset Management,223379394
SWKS,Skyworks Solutions,Semiconductors,17171016307
SWN,Southwestern Energy Company,Oil & Gas E&P,5671489165
